"CON","NAME           ","R.A.   ","DEC.  ","COMP","OTHER NAMES               ","Mag ","Mag2","SEP  ","PA ","NOTES                                                        ","U2K","TIR","BSA","SAO   "
"OPH","STF 2171       ","17 29.3","-09 59","    ","                          ","8.5 ","8.6 ","1.5  ","61 ","                                                             ","293","15 ","7  ","141684"
"OPH","STT 331        ","17 32.0","+02 49","    ","                          ","7.9 ","9.4 ","1.1  ","348","                                                             ","248","15 ","7  ","      "
"OPH","54 Oph         ","17 34.4","+13 10","AB  ","STF 2184                  ","6.7 ","11.6","21.5 ","72 ","                                                             ","203","15 ","7  ","      "
"OPH","53 Oph         ","17 34.6","+09 35","    ","                          ","5.8 ","8.5 ","41   ","191","                                                             ","203","15 ","7  ","122526"
"OPH","STF 2186       ","17 35.8","+01 00","    ","                          ","8.4 ","8.4 ","3    ","79 ","                                                             ","248","15 ","7  ","      "
"OPH","STF 2188       ","17 36.2","+06 37","    ","                          ","9.2 ","9.9 ","5.5  ","204","                                                             ","203","15 ","7  ","122554"
"OPH","STF 2191       ","17 39.8","-04 58","    ","                          ","7.8 ","8.5 ","26.4 ","268","                                                             ","248","15 ","7  ","141793"
"OPH","61 Oph         ","17 44.6","+02 34","AB  ","STF 2202                  ","6.2 ","6.6 ","20.6 ","93 ","Almost Matched Pair                                          ","248","15 ","7  ","122690"
"OPH","61 Oph         ","17 44.6","+02 34","AC  ","STF 2202                  ","6.2 ","12.5","95.9 ","28 ","                                                             ","248","15 ","7  ","122690"
"OPH","STF 2212       ","17 46.4","+05 42","    ","                          ","9.3 ","9.6 ","3.2  ","340","                                                             ","203","15 ","7  ","122730"
"OPH","STF 2211       ","17 46.7","-01 13","    ","                          ","8.9 ","9.9 ","10.4 ","115","                                                             ","248","15 ","7  ","      "
"OPH","STF 2223       ","17 49.0","+04 58","    ","                          ","7.5 ","9.8 ","18.3 ","211","                                                             ","248","15 ","7  ","122779"
"OPH","South  694     ","17 52.1","+01 07","    ","                          ","6.6 ","7.1 ","81.8 ","237","Bino pair; Carbon star SAO 122861 in field                   ","249","15 ","7  ","122843"
"OPH","STF 2235       ","17 53.0","-02 15","    ","                          ","8.3 ","9.9 ","20   ","123","                                                             ","249","15 ","7  ","      "
"OPH","STF 2252       ","17 59.0","+02 02","    ","                          ","8.5 ","8.8 ","3.8  ","24 ","                                                             ","249","15 ","7  ","122978"
"OPH","Tau Oph        ","18 03.1","-08 11","    ","                          ","5.2 ","5.9 ","1.6  ","286","Period 224 yr; Closing; 2015 sep 1.5''; PA 290 deg           ","294","15 ","7  ","142050"
"OPH","70 Oph         ","18 05.5","+02 30","    ","                          ","4.2 ","6   ","5.2  ","136","CoCo; Y/RO; In 2024; then sep 6.7'' ; PA 118 deg             ","249","15 ","7  ","123107"
"OPH","STF 2276       ","18 05.7","+12 00","    ","                          ","7   ","7.5 ","6.9  ","257","Carbon star HIP 88593 in field                               ","204","15 ","7  ","103373"
"OPH","73 Oph         ","18 09.6","+04 00","AC  ","STF 2281                  ","5.7 ","12.6","67.9 ","193","P = 270 yr.; a = 1.16''; motion retrograde.                  ","249","15 ","7  ","123187"
"OPH","STF 2329       ","18 31.4","+06 28","    ","                          ","8.2 ","9.4 ","4.3  ","44 ","                                                             ","205","16 ","7  ","      "
"OPH","STF 2346       ","18 37.3","+07 32","    ","                          ","7.7 ","9.1 ","27.4 ","297","                                                             ","205","16 ","7  ","123706"
"ORI","STF  589       ","04 45.0","+05 17","    ","                          ","8   ","8   ","4.3  ","288","                                                             ","224","11 ","4  ","112034"
"ORI","STT  55        ","04 49.2","+05 13","    ","                          ","8.2 ","9.2 ","37.7 ","15 ","                                                             ","224","11 ","4  ","      "
"ORI","Sh  49         ","04 59.2","+14 32","AB  ","                          ","5   ","6   ","39.4 ","305","                                                             ","179","11 ","4  ","94240 "
"ORI","Sh  49         ","04 59.2","+14 32","AC  ","                          ","5   ","9   ","54.4 ","89 ","                                                             ","179","11 ","4  ","      "
"ORI","STF  627       ","05 00.6","+03 37","    ","                          ","6.6 ","7   ","21.3 ","260","A0-A0; CoCo; Y/G                                             ","224","11 ","4  ","112304"
"ORI","STF  630       ","05 02.0","+01 37","AB  ","A 2630                    ","6.5 ","7.7 ","14.2 ","50 ","B8                                                           ","224","11 ","4  ","112341"
"ORI","STF  630       ","05 02.0","+01 37","AD  ","                          ","    ","9.5 ","130.3","90 ","                                                             ","224","11 ","4  ","      "
"ORI","14 Ori         ","05 07.9","+08 30","    ","                          ","5.8 ","6.5 ","0.8  ","71 ","                                                             ","180","11 ","4  ","112440"
"ORI","STF  652       ","05 11.8","+01 02","    ","                          ","6.3 ","7.8 ","1.8  ","182","                                                             ","225","11 ","4  ","112509"
"ORI","Rho Ori        ","05 13.3","+02 52","    ","                          ","4.5 ","8.3 ","7    ","63 ","CoCo; Y/B                                                    ","225","11 ","4  ","112528"
"ORI","Beta Ori       ","05 14.5","-08 12","    ","Rigel                     ","0.1 ","6.8 ","9.5  ","202","B/W                                                          ","270","11 ","4  ","131907"
"ORI","Tau Ori        ","05 17.8","-06 51","    ","                          ","4   ","11  ","36.2 ","60 ","                                                             ","270","11 ","4  ","131952"
"ORI","Burnham  189   ","05 20.4","-05 22","    ","                          ","6.4 ","11.1","4.4  ","285","B9                                                           ","225","11 ","4  ","      "
"ORI","h  697         ","05 21.5","-00 25","    ","                          ","    ","10.9","37.6 ","110","                                                             ","225","11 ","4  ","      "
"ORI","23 Ori         ","05 22.8","+03 35","    ","                          ","5   ","7.1 ","32.1 ","28 ","W/W                                                          ","225","11 ","4  ","112697"
"ORI","WNC 2          ","05 23.9","-00 52","AXBC","                          ","6.1 ","7.8 ","2.7  ","161","F5                                                           ","225","11 ","4  ","      "
"ORI","STF  701       ","05 23.9","-08 25","    ","                          ","6.5 ","8.5 ","6    ","141","                                                             ","270","11 ","4  ","      "
"ORI","Eta Ori        ","05 24.5","-02 24","    ","                          ","3.8 ","4.8 ","1.5  ","77 ","                                                             ","225","11 ","4  ","132071"
"ORI","Gamma Ori      ","05 25.2","+06 20","    ","Bellatrix                 ","1.7 ","12.2","179  ","144","                                                             ","180","11 ","4  ","112740"
"ORI","Psi Ori        ","05 26.8","+03 06","AB  ","30 Ori                    ","4.6 ","10.2","2.7  ","323","B2; Y/Y                                                      ","225","11 ","4  ","112775"
"ORI","30 Ori         ","05 26.8","+03 06","AC  ","                          ","    ","12.2","83.4 ","196","                                                             ","225","11 ","4  ","      "
"ORI","STF  712       ","05 27.1","+02 56","    ","                          ","7   ","9   ","3.2  ","62 ","                                                             ","225","11 ","4  ","112826"
